Id,Name,Zone,Toldescribe,Description,Tel,Add,Zipcode,Region,Town,Travellinginfo,Opentime,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Map,Gov,Px,Py,Orgclass,Class1,Class2,Class3,Level,Website,Parkinginfo,Parkinginfo_Px,Parkinginfo_Py,Ticketinfo,Remarks,Keyword,Changetime
C1_376540000A_000426,樟原長老教會,,樟原基督教長老教會位於長濱鄉最北端的樟原村，民國七十九年間因原教堂遭受颱風侵襲而損壞，在整修教會時突發奇想，將教堂改建成仿如一艘大船的造型，建築體兩側有圍矮牆環繞，猶如船支駛進樟原港口正要靠岸；外牆鮮明的紅磚部落圖騰，象徵在地部落原鄉精神永為流傳。,樟原村最具特色地標為「樟原基督教長老教會」，此建築物被譽為臺灣最美之「諾亞方舟」造型教堂。是阿美族樟原部落學習諾亞造方舟的精神，當地居民主動集資奉獻，並以義賣、賣野菜、抓青蛙等方式，自行設計興建完成的教會。,886-8-9881007,臺東縣962長濱鄉長濱鄉671號,962,臺東縣,長濱鄉,搭乘公車：1.搭乘興東客運8101、8102、8105、8119次公車於樟原社區站下車後轉入小路後約50公尺即可到達。2.搭乘統聯客運1145次公車於樟原社區站下車後轉入小路，行進約50公尺即可到達。,開放時間依部落為主,,,,,,,,376540000A,121.48318,23.41646,,1,4,,,,,,,,,,2025/2/25 18:17
C1_376540000A_000427,石門長濱自行車道,,臺灣東海岸數百年來經由菲律賓海洋板塊及歐亞大陸板塊相互碰撞擠壓影響之下，形成造山運動，進而造出絕佳的地質景觀。連接太平洋，擁有豐富的海洋生態，經常可見鯨豚跳躍海面的景象，不禁令人驚嘆起大自然生態的奧妙。 長濱自行車道沿途經過石梯坪、長虹橋、北迴歸線標及八仙洞等東海岸知名景點，除供駐足停留外，更可安排半日或一日的遊程。長濱海岸其平整的海岸線、防風林景觀更成為電影場景，《最遙遠的距離》、《練習曲》等電影就曾在此取景入鏡。此外，還有東管處在沿線精心設置的觀景涼亭，由於涼亭均設於開闊、展望極佳的處所，因此，不但可供遊客駐足休息，更可將東海岸山水美景盡收眼底。最特別的是，沿著自行車道行駛，沿途可欣賞到林投、黃橦、草海桐等東海岸常見的海岸林植群、珊瑚礁岩及大型潮池等，此外還可觀看到稀奇珍貴的鳥類，像是燕鷗、烏頭翁、水鳥類及磯鷸等，置身於那得天獨厚的地理環境，是極佳的休閒與視覺饗宴。,沿著台11線，從花蓮縣豐濱鄉的石門到臺東縣長濱鄉的八仙洞遊客中心的長濱自行車步道，自行車道全長約27公里，是目前臺灣地區最長的自行車道。沿途經過石梯坪、八仙洞遺址等著名風景區，是一趟充滿了海天奇景與歷史人文的旅程。,886-3-9962501,臺東縣962長濱鄉台11線,962,花蓮縣,豐濱鄉,搭乘公車：1.搭乘興東客運8101、8102、8105、8119次公車於長光站下車即到達臺東段起點。2.搭乘統聯客運1145次公車於長光站下車即到達臺東段起點。,全天候開放,,,,,,,,376540000A,121.50235,23.52057,,12,,,,,,,,,1.夏天請注意防曬。2.因位於海岸公路，有些季節會有強陣風，請注意安全。,,2025/2/25 18:16
C1_376540000A_000429,多良火車站,,位於南迴公路半山腰上的多良車站，原本是排灣族「打腊打蘭社」所在地，日治時期更名為「多多良」，在南迴鐵路建設後則簡化名稱為「多良」。雖然自2006年起因載客量不高而終止了列車停靠。多良車站仍以其靠山面海的絕佳地理景色，被譽為台灣最美的車站。走進多良園區，二樓設有觀景台，從此處可俯瞰海天一色的美麗風景。還能欣賞火車穿越山脈疾馳而過的壯觀畫面。因此，吸引了不少鐵道迷前來朝聖。除了自然景色，園區周圍還設置了裝置藝術，每一處景色都能讓你留下美好的回憶！多良車站上方不遠處的「向陽薪傳木工坊」，是由閒置10年的多良國小改造而成。設立宗旨是為偏鄉地區創造就業機會。在這裡可以欣賞木製藝品，還能品嚐到各式餐點及飲品。園區內的大型藝術裝置「天使之翼」更是不容錯過。,位於南迴公路半山腰上的多良車站，原本是排灣族「打腊打蘭社」所在地，日治時期更名為「多多良」，在南迴鐵路建設後則簡化名稱為「多良」。雖然自2006年起因載客量不高而終止了列車停靠。多良車站仍以其靠山面海的絕佳地理景色，被譽為台灣最美的車站。走進多良園區，二樓設有觀景台，從此處可俯瞰海天一色的美麗風景。還能欣賞火車穿越山脈疾馳而過的壯觀畫面。因此，吸引了不少鐵道迷前來朝聖。除了自然景色，園區周圍還設置了裝置藝術，每一處景色都能讓你留下美好的回憶！多良車站上方不遠處的「向陽薪傳木工坊」，是由閒置10年的多良國小改造而成。設立宗旨是為偏鄉地區創造就業機會。在這裡可以欣賞木製藝品，還能品嚐到各式餐點及飲品。園區內的大型藝術裝置「天使之翼」更是不容錯過。,886-8-9781301,臺東縣963太麻里鄉多良村瀧溪路8-1號,963,臺東縣,太麻里鄉,搭乘公車：搭乘東台灣客運8132、8135、8136、8137次公車於多良站下車，路口有瀧部落入口意象，循路標指示前往約200公尺(3~5分鐘)即可到達。,多良火車站園區開園狀況開園相關資訊請見太麻里鄉公所FB(https://www.facebook.com/taimali.township),,,,,,,,376540000A,120.95888,22.50753,,11,,,,,須停靠台9線路肩，假日時車潮較多，請依交通警察指示,,,入園清潔費每人10元，入園時間為每日上午7時至下午6時優待標準：         符合以下資格條件並持有證明文件者，得予免收費。          (一)領有身障手冊之身心障礙者。...,1、該鐵道仍有火車通行，請勿跨越欄杆在鐵道上行走、拍照。2、蚊蟲多，請做好防蚊措施。3、請勿將小石子、垃圾往觀景台下方丟棄，避免影響台鐵機房運作。,,2024/12/5 12:23
C1_376540000A_000430,伯朗大道,,筆直的伯朗大道正式名稱為錦新三號道路，全長約2.2公里，由於兩旁毫無電線桿，加上逢稻穗成熟時，道路兩旁無邊無際的金色稻穗隨風搖曳，寧靜的田園景緻，被伯朗咖啡選中拍攝廣告，之後知名藝人代言的長榮航空亦來此取景，自此聲名大噪，將這條道路暱稱為「伯朗大道」。美麗的天堂路在伯朗大道的中間，有一條S型的道路叫做萬新道路，在一望無際的稻田中騎進蜿蜒的田間小徑，重現了當時廣告主角騎車的片段，如此美麗的田園風景，依舊深深吸引各地遊客前來朝聖騎單車。在樹下品嘗奉茶的好滋味-奉茶樹在伯朗大道上的一顆茄苳樹，為當時拍攝知名藝人奉茶的拍攝地。枝葉茂密、適合乘涼的奉茶樹(原金城武樹)，吸引許多追星族及遊客前往拍照留念。因伯朗大道平時為產業道路，供農民們務農時使用，前往造訪時請注意，不要任意踐踏農田及擋住務農車輛。,臺東縣池上鄉的一條田園小路，因拍攝了伯朗咖啡的廣告而廣受歡迎，被譽為是一條「翠綠的天堂路」。廣大翠綠的稻田，路旁沒有一支電線桿，真真實實感受到一望無際，不僅有著拍照的好景色，更能帶著心靈遠離喧囂擾嚷，親身體驗一次放鬆的純粹。,886-8-9862041,臺東縣958池上鄉伯朗大道,958,臺東縣,池上鄉,搭乘火車：搭乘臺鐵至池上車站，沿中正路至中山路(台9線)右轉，直行約500公尺左轉進入中東二路(197縣道)續行約3公里轉入伯朗大道。搭乘公車：搭乘東台灣客運8161、8163、8165、8166次公車，於池上站下車。沿台9線南下直行約500公尺左轉進入中東二路續行約3公里轉入伯朗大道。伯朗大道禁止汽機車進入，建議租賃自行車前往。,全天候開放,,,,,,,,376540000A,121.2185,23.09993,,12,,,,,池上車站停車場、大坡池停車場可停車,,,,1.伯朗大道全年管制中，僅開放自行車與步行進入。2.做好防曬與補充水分，避免中暑。3.請遊客勿亂丟垃圾、踏入稻田，保持環境整潔，更為下次的到訪做個美好的起點。,,2025/2/25 16:53
C1_376540000A_000432,瑪洛阿瀧部落,,東河部落又名「瑪洛阿瀧」，「瑪洛阿瀧」Marongarong是&quot;Ma&quot;和&quot;Rongarong&quot;的組合。Rongarong乃溪水湍急之意，冠以加重語氣的&quot;Ma&quot;(很)，在意念上強化了溪水的聲勢。早期，部落的祖先初來乍到，看見湍急的溪水瀧瀧作響，於是就以Marongarong稱呼這裡。瑪洛阿瀧河溪魚蝦豐盛，溪畔地質豐沃，阿美族人於是在此建立家園。在瑪洛阿瀧部落，您可以前往東河橋下的馬武窟溪划竹筏、體驗撒網樂趣，也可以在蔥翠的山林尋找珍貴的藍寶石，隨後再路過淳樸的部落街坊，享受悠閒浪漫的午後時光。  東河部落屋的環境幽美，建築物皆使用來自大自然的傳統素材如茅草、漂流木、岩石等環保材質。屋內更有提供原住民風味的餐飲及住宿。,瑪洛阿瀧部落因豐盛的各類物產而讓居民得已長久的定居下來，另因地處東河南北之中樞地帶，為東河鄉行政中心迄今。是原住民與漢民集居之農村聚落。如今當地居民更提供了精采有趣的原住民部落生活體驗，讓遊客留下深刻愉快的回憶。,886-9-63270108,臺東縣959東河鄉東河村東河部落,959,臺東縣,東河鄉,搭乘公車：搭乘興東客運8101、8102、8103、8107、8109、8119、8120、8125次公車至東河橋站下車，於台11線轉入轉入往海岸方向小路續行後可看見東河部落屋。相關行程需要事前預約。,目前只開放套裝行程，需要事先預約，開放時間依部落為主,,,,,,,,376540000A,121.30921,22.97366,,1,12,,,,,,,套裝行程須預約,,,2024/6/27 12:05
C1_376540000A_000433,基翬漁港,,自三仙國小一帶往北至三仙台附近的海岸都叫基翬(giaw、 gihaw)， 早期有幾戶綠島及�甯K人居住於此，現仍能看到傳統綠島咕咾石圍籬。由於三仙台南側的海灣，是新港漁港未建之前的竹筏出入港，故名「基翬」，可能是阿美語，指「海灣處、或有灣的地方」之意。戰後由於第8鄰另名「三仙」，故今「基翬」主要指海灣港口處的第9鄰一帶。週邊的海域因地形位置，平時本處浪況平穩，不適合衝浪，卻適合浮潛及深潛。但夏秋季颱風來臨前後及冬季東北季風轉強時，這裡卻會出現全台難得一見的漂亮左跑浪，困難度較高，且因受東北季風增強，該地點為陸風、捲浪，浪型佳，適合進階衝浪選手做高難度動作。,位於成功鎮的基翬，原來只是一處天然海灣，後來建立漁港方便前往三仙台捕捉漁獲，附近又因地形特殊，平時是可探訪珊瑚礁群和熱帶魚群的潛水地點，但在夏秋季颱風來臨前後及冬季東北季風轉強之際，又轉變為難得的進階衝浪選手衝浪聖地。,886-8-9851004,臺東縣961成功鎮基翬,961,臺東縣,成功鎮,搭乘公車：1.搭乘興東客運8101、8102、8105、8106、8119、8181次公車於三仙台站下車，沿基翬路往台11線方向行進約150公尺後左轉東17鄉道，再續行1公里後可到達。2.搭乘統聯客運1145次公車於三仙台站下車，沿基翬路往台11線方向行進約150公尺後左轉東17鄉道，再續行1公里後可到達。,全天候開放,,,,,,,,376540000A,121.3967,23.11755,,11,,,,,,,,,,,2025/2/25 15:48
C1_376540000A_000450,鹿野高台,,鹿野高台擁有絕佳視野，能夠一覽整個高台地區與卑南溪谷底的田野景色，也是臺灣東部一處優良的天然空域活動場地。每當6月至8月時，正是鹿野高台進行熱氣球活動的好時機，搭乘緩緩升空起飛的熱氣球，徜徉在花東縱谷的美景之中，親身體驗熱氣球起飛的這一份躍動。從龍田村沿著指標一路往高台走，只見地勢逐漸升高，經過高台茶葉展示中心後不遠，好大一片綠草如茵的寬廣草坡隨即映入眼簾，登上草坡最高處的高眺亭，整個高台地區與縱谷的景色，盡在眼前，一覽無遺。每逢暑假期間，盛大舉辦的臺灣國際熱氣球嘉年華以及光雕音樂會，都吸引來自世界各地的旅人前來參加，熱氣球繫留體驗、熱氣球自由飛行表演、絢麗燦爛的光雕音樂會，或是曙光光雕音樂會等活動，讓人永生難忘。,鹿野高台擁有絕佳視野，能夠一覽整個高台地區與卑南溪谷底的田野景色，由於其特殊的地理條件，也是臺灣東部一處優良的天然空域活動場地，是近年6月至8月時舉辦國際熱氣球嘉年華的熱門場地。,886-8-9551637,臺東縣955鹿野鄉永安村高台路46號,955,臺東縣,鹿野鄉,搭乘火車：搭乘臺鐵於鹿野車站下車後，轉搭台灣好行縱谷鹿野線於鹿野高台站下車即可到達。熱氣球嘉年華期間公車增班行駛。搭乘公車：搭乘台灣好行縱谷鹿野線於鹿野高台站下車即可到達。熱氣球嘉年華期間公車增班行駛。,全天候開放(熱氣球部分有活動季節限制並須收取清潔費，詳情請參閱本網年度活動),,,,,,,,376540000A,121.12156,22.91646,,11,,,,,鹿野高台設有停車場，於熱氣球嘉年華期間會增加規劃數個停車場供車輛停放。,,,,1.熱氣球立球、升空及繫留均受天候影響，活動舉辦時請密切注意主辦單位訊息。2.熱氣球嘉年華活動期間，車輛入場均酌收清潔費，依現場收費為主。因停車位有限，建議搭乘大眾運輸工具前往。3...,,2024/11/13 11:34
C1_376540000A_000454,臺東森林公園,,緊鄰臺東市區的臺東森林公園，位於城市與大海的交會處，面積廣達280公頃，遼闊的園區擁有河口海濱溼地、廣大的草地與茂盛的森林等多樣景觀，眼界所及盡是讓人心情愉悅的翠綠，並有由湖水清澈見底的「琵琶湖」、賞鳥勝地「鷺鷥湖」、能舉辦各式水域運動賽事的「活水湖」等三大湖泊錯落於臺東森林公園內，每片水域都帶來不同的五感體驗，最適合騎著單車前來遊，享受與大自然共舞的時光。臺東森林公園在1960年代曾為防範東北季風的揚塵廣植木麻黃，遠遠望去整片林相呈現漆黑一片，故昔稱「黑森林」。森林公園內的自行車道更與山海鐵馬道、國際地標相互通連，騎上自行車沐浴於森林的優美景致，途經琵琶湖一覽夢幻的湖光山色，轉入海濱公園後，映入眼簾的即是浩瀚無垠的太平洋，將森林與海洋的滋味一次嚐盡。,緊鄰臺東市區的臺東森林公園，位於城市與大海的交會處，面積廣達280公頃，遼闊的園區擁有河口海濱溼地、廣大的草地與茂盛的森林等多樣景觀，眼界所及盡是讓人心情愉悅的翠綠，並有由湖水清澈見底的「琵琶湖」、賞鳥勝地「鷺鷥湖」、能舉辦各式水域運動賽事的「活水湖」等三大湖泊錯落於臺東森林公園內，每片水域都帶來不同的五感體驗，最適合騎著單車前來遊，享受與大自然共舞的時光。,886-8-9362025,臺東縣950臺東市華泰路300號,950,臺東縣,臺東市,搭乘火車：搭乘臺鐵至臺東車站，轉搭乘市區公車(普悠瑪客運)陸海空快捷線往小野柳方向於森林公園站下車即到達。搭乘公車：1.搭乘市區公車(普悠瑪客運)市區觀光循環線或陸海空快捷線於森林公園站下車即可到達。,開放時間(周一至周日)：06:00~18:00收費時間：08:00~17:00,,,,,,,,376540000A,121.15599,22.76857,,11,,,,,入口處設有大型車、汽機車停車場酌收停車費用，大型車60元，小型車30元依現場收費為主,,,全票30元、半票20元、大型車60元、小型車30元依現場收費為主,天氣炎熱時請注意蚊蟲叮咬,,2024/11/13 11:46
C1_376540000A_000455,忠勇社區自行車道,,位於長濱西側海岸山脈山麓的忠勇社區、長光社區擁有豐富且悠久的歷史遺跡，長濱鄉公所因應規劃出一條環狀單車路線，從長濱市區左轉入東13產業道路，會先到達大榕樹景點，可在此稍做休息後繼續往上騎，到了山腳下的忠勇社區，可見到石器時代的忠勇遺址，這裡地勢較高可遠眺太平洋海景。繼續騎出社區後，道路變得豁然開朗，沿途沒有任何建築物與電線杆，遠處的海岸山脈與四周草原形成一幅悠閒天然美景。到了終點長光社區，可在村子裡的長光石棺遺址見證東海岸開發歷史，是不容錯過的景點。,長濱鄉公所規劃出一條總長五公里的環狀單車路線，從長濱市區轉入東13產業道路一路往西，沿路可探訪百年榕樹、石龜許願池、巨石遺址、水源地等，有數個獨具地方特色的景點，頗有探秘之趣。接著順著產業道路一路往東滑行，享受海風吹拂，奔馳在筆直的道路上彷彿可投向大海的懷抱。,886-8-9832139,臺東縣962長濱鄉忠勇村,962,臺東縣,長濱鄉,搭乘公車：1.搭乘鼎東客運海線8101、8102、8105、8119次公車於長濱分駐所站下車，轉入站旁小路前行即為忠勇自行車道。2.搭乘統聯客運1145次公車於長濱分駐所站下車，轉入站旁小路前行即為忠勇自行車道。沿東13鄉道經忠勇社區、長光梯田至台11線，再回到長濱市區，總共約7公里路程，建議就近租賃自行車前往。,全天候開放,,,,,,,,376540000A,121.45133,23.33055,,12,,,,,,,,,,,2025/2/25 18:16
C1_376540000A_000458,金色豐收館,,金色豐收館是池上鄉農會為了結合休閒與教育所規畫的稻米觀光工廠，將碾米的製作過程透明化：檢驗分級、低溫烘乾、礱穀、加工、包裝，並以文字搭配專業人員解說，讓遊客能見識到這些先進設備是如何為我們所吃的每一粒米層層把關、篩選。金色豐收館不僅有文物區、體驗教室，還提供免費的場區預約導覽，以及禮品展售中心等服務及設施，成為結合精緻碾米加工與稻米教育的觀光工廠。另外也展覽了許多農事用具例如牛嘴套、秧盆、點心籃、風穀機等，有著濃濃的懷舊氛圍，讓人在參觀的同時亦能感受從事農作的辛勞。遊客們在參觀完靜態的展覽後，可以體驗動態的體驗活動如：親手碾製米、爆米香DIY等等，還可以將自己包裝的米帶回去做紀念，也能吃到濃濃古早味的豐收飯，「有吃又有拿」的一系列活動，讓遊客不僅僅只是參觀，還能親身接觸這項古老的產業。,在金色豐收館我們可以參觀到古老的農事用具，還可以見識到新進科技設備為我們的每一口米飯層層把關，真正地體會到「粒粒皆辛苦」。不僅是心靈接收知識，我們也可以用DIY體驗身體力行，過程不僅有趣好玩，還能將自己包裝的成品帶回家，為這趟旅程增添更多回味跟紀念。,886-8-9865936,臺東縣958池上鄉新興村7鄰85-6號,958,臺東縣,池上鄉,搭乘火車：搭乘臺鐵至池上車站，沿台9線南下方向行進約2.3公里後右轉直行約250公尺可到達。建議轉搭乘公車或租賃交通工具前往。 搭乘公車：搭乘東台灣客運8165次公車於池上國中站下車。沿台9線南下方向行進約300公尺後右轉續行250公尺即可到達，位於道路右側。,09:00 - 17:00,,,,,,,,376540000A,121.2028,23.11227,,12,14,,,,,,,,如要用餐、導覽或體驗DIY等活動，請先打電話預約。,,2025/2/25 16:43
C1_376540000A_000459,關山米國學校,,關山米國學校位在台9線上，前身是舊碾米廠，挑高三層樓的空間經改造後，成為關山鎮農會推廣、銷售關山米的活動基地。關山米國學校外觀是繽紛的彩繪屋，內部設有農產展售中心、米食DIY教室、水稻文物館等等，除了展售各種在地農產品，例如關山米、米製零食、米製甜點，以及各種在地農產品之外，現做的新鮮美食也廣受遊客喜愛，例如古早味碗公飯，不但使用關山米，配菜的蔬菜肉品也都是使用關山的時令食材，希望讓來訪的遊客，享用到關山農家引以為傲的美味農產。除此之外，也可以預約廚藝體驗課程，在老師的指導下，使用台灣在地食材，做出美味的餐點。參加製米體驗與農事體驗活動，親自參與製米碾米，以及下田採收農作物，不但更了解食物的得來不易，過程更是新鮮有趣，廣受大人小孩的好評。,關山米國學校位在台9線上，前身是舊碾米廠，挑高三層樓的空間經改造後，成為關山鎮農會推廣、銷售關山米的活動基地。關山米國學校外觀是繽紛的彩繪屋，內部設有農產展售中心、米食DIY教室、水稻文物館等等，除了展售各種在地農產品，例如關山米、米製零食、米製甜點，以及各種在地農產品之外，現做的新鮮美食也廣受遊客喜愛，例如古早味碗公飯，不但使用關山米，配菜的蔬菜肉品也都是使用關山的時令食材，希望讓來訪的遊客，享用到關山農家引以為傲的美味農產。除此之外，也可以預約廚藝體驗課程，在老師的指導下，使用台灣在地食材，做出美味的餐點。參加製米體驗與農事體驗活動，親自參與製米碾米，以及下田採收農作物，不但更了解食物的得來不易，過程更是新鮮有趣，廣受大人小孩的好評。,886-8-9814903,臺東縣956關山鎮昌林路24-1號,956,臺東縣,關山鎮,搭乘火車：搭乘臺鐵至關山車站，沿站前民權路行至台9線右轉，直行約1.8公里可到達，位於道路左側；亦可轉搭乘東台灣客運前往。搭乘公車：搭乘東台灣客運8161、8163、8165、8166、8178次公車於螢橋站下車，關山米國學校位於路邊。,08:00 - 17:00,,,,,,,,376540000A,121.16873,23.06099,,9,12,,,,米國學校內設有停車場。,,,,1、若要體驗米食DIY、碾製米體驗、米倉住宿體驗、老鼠愛大米等活動請先提前預約。2、戶外自行車體驗請注意防蚊與防曬。,,2025/3/11 16:40
C1_376540000A_000460,關山警史館,,說到警察局，在一般民眾的印象裡幾乎都是嚴肅、不可侵犯的地方，但在臺東縣關山鎮的警察局可是不一樣。關山警分局雖然只是坐落在一個小鎮的分局，但是卻有著濃濃的親切感和懷舊風情。 一踏進關山警分局內就能感覺到不一樣的氣氛，這裡除了一般勤務之外，還特別注重「品質、觀光、社區」的結合，不僅提供租借單車、量血壓、喝咖啡、泡茶等等便民服務，員警們還會親切的替遊客導覽。 為了保存逐漸流失的警察文物，關山警分局因此特別將日本分駐所辦公廳規劃成「關山警史文物館」，由警察同仁提供早期文獻、史蹟文物等，有制服、刑具、通訊與保安器材、還有書桌書櫃文具、甚至古董手搖電話等等。還有一架「防空警報機」可供遊客碰觸，不只可以看還可以親身操作，是一項非常特別的體驗。讓遊客們在參觀時也能感受到警察工作從古至今的沿革，體會人民保姆在執行公務時的辛勞。關山警察局至今仍保留著過去的傳統日式木造建築，廊、木窗、木欄杆、木門、牆壁等，都散發著一股濃濃的歷史風味。在木造建築裡穿梭，彷彿穿越回到40年代，頗能引人發思古幽情。  參觀完警察文物後，可以到佈置典雅復古的中庭，坐下來欣賞美麗的庭園水池造景一面喝咖啡、茗茶，感受在莊嚴肅穆的警察局內體驗另一種不同的親切感覺。,有著散發歷史風味的日式木造建築，並收藏許多日據時代保存下來的警察文物，還有可供遊客休息、喝咖啡或茗茶的典雅中庭。來這裡不僅可以參觀許多珍貴歷史文物外，也能欣賞日式木造建築之美，體驗另一種新的「鄉土親和力」警察局氛圍。,886-8-9811284,臺東縣956關山鎮中正路27號,956,臺東縣,關山鎮,搭乘火車：搭乘臺鐵於關山車站下車，出站後右轉沿博愛路直行200公尺後轉中山路續行400公尺至底即可到達。 搭乘公車：搭乘東台灣客運8161、8163、8165、8166、8167、8178次公車於關山站下車，沿和平路見中山路後左轉直行約300公尺至底即可到達。,08:00 - 12:00、13:00 - 17:00、18:00 - 22:00、需事先預約,,,,,,,,376540000A,121.16045,23.04814,,1,,,,,,,,,如要團體參訪、導覽等活動，請先於前3日打電話預約，本館僅限於各級學校提出申請。,,2025/3/11 16:58
C1_376540000A_000461,關山環鎮自行車道,,關山環鎮自行車道，是台灣首座自行車專用道，車道沿關山鎮外圍一圈，全長約12公里，分為「親水段」及「親山段」兩部分。「親水段」由關山親水公園出發，順著關山大排及崁頂溪前行，沿途可見雄偉翠綠的中央山脈，以及花東縱谷一望無際的稻田，稻田一年四季皆有不同景致，嫩綠色的稻苗帶來春季的生命力，收割前的山風掃過稻浪，稻米香氣迎面撲來，連身心也完全放鬆了，收成後，油菜花種滿田地，將關山的好山好水畫成一幅色彩鮮豔的名畫。進入「親山段」後，沿著緩坡可抵達綜關日月亭，在此暫且休息，俯瞰關山小鎮全景。返程不妨騎入關山鎮內，順遊關山米國學校，除了農事體驗之外，也能在此享用關山米製作的各種美食及點心，或往台東天后宮，品嘗周圍的美味小吃，關山火車站及里?驛周圍的關山便當，米飯更是雪白香Q，是運動後補充體力的好選擇。,關山環鎮自行車道，是台灣首座自行車專用道，車道沿關山鎮外圍一圈，全長約12公里，分為「親水段」及「親山段」兩部分。「親水段」由關山親水公園出發，順著關山大排及崁頂溪前行，沿途可見雄偉翠綠的中央山脈，以及花東縱谷一望無際的稻田，稻田一年四季皆有不同景致，嫩綠色的稻苗帶來春季的生命力，收割前的山風掃過稻浪，稻米香氣迎面撲來，連身心也完全放鬆了，收成後，油菜花種滿田地，將關山的好山好水畫成一幅色彩鮮豔的名畫。進入「親山段」後，沿著緩坡可抵達綜關日月亭，在此暫且休息，俯瞰關山小鎮全景。返程不妨騎入關山鎮內，順遊關山米國學校，除了農事體驗之外，也能在此享用關山米製作的各種美食及點心，或往台東天后宮，品嘗周圍的美味小吃，關山火車站及里?驛周圍的關山便當，米飯更是雪白香Q，是運動後補充體力的好選擇。,886-8-9814542,臺東縣956關山鎮隆盛路1號,956,臺東縣,關山鎮,搭乘火車：搭乘臺鐵於關山車站下車，出站後左轉經博愛路至隆盛路左轉，直行約1公里可到達。搭乘公車：搭乘東台灣客運8161、8163、8166、8167、8178次公車於關山站下車往台9線南下方向行進約100公尺後左轉隆盛路，直行約1公里可到達。,關山環鎮自行車道：全日開放親水公園開放時間：周一至周日 07:00~17:30,,,,,,,,376540000A,121.17083,23.04206,,12,,,,,,,,,1、大部分路段平坦，只有少數路段有點坡度，遊客如要造訪，宜選擇晴朗的好天氣，注意自身安全。2、關山自行車道或關山親水公園附近，以及入口處的消防隊旁都可以找到單車租借的店面。,,2025/3/11 16:57
C1_376540000A_000463,卡地布文化園區,,離知本火車站不遠的地方，卡地布部落傳統文化園區就坐落在附近。園區內設置有瞭望台、巴拉冠(卡地布青年會所)、三大氏族祖靈屋(Mavaliw瑪法琉、Pakaruku巴卡魯固、Ruvaniaw羅法尼耀)、達古範(青少年聚會所)等傳統建築，由於這些傳統建築仍是卑南族居民集會活動的重要場所，因此遊客是不能進入的；另有多功能活動中心，展示原住民文物與歷史介紹。可事先於「知本卡地布部落」FB粉絲專頁預約導覽與DIY手作體驗，導覽人員會帶領大家深入認識卑南族的歷史人文，走訪融入原住民生活的不同宗教聖地；欣賞當地居民創作的傳統工藝，甚至可讓遊客選購當伴手禮，深具獨特風格。也可品嚐當地的釋迦，或是前往當地的餐飲店，豐富新鮮自然的原住民佳餚，美味的料理配上熱鬧的原住民音樂和舞蹈，都令人口齒留香、難以忘懷。小提醒：卡地布文化園區開放時間依部落為主部份建築須遵守原住民禮儀規範，若不開放遊客、女性、小孩入內，請不要進入唷！,臺東知本的原名是卡地布，卑南族語為「在一起」或「團結」的意思，卡地布部落雖有古老的歷史，但因缺乏文字的記載，也只能由口語傳述及神話故事中略知一二。現今卡地布部落的居民積極保存祖先遺留下的文化和習俗，規劃許多原住民的活動提供給有興趣的朋友來體驗充滿先民智慧的生活方式。,886-9-16018231,臺東縣950臺東市知本里康定街116號,950,臺東縣,臺東市,搭乘火車：搭乘臺鐵於知本車站下車，出站後直行後左轉吉福路前行後可到達。知本車站附近可租用機車代步。搭乘公車：搭乘東台灣客運8129、8136、8152A次公車於知本國小站下車，往台9線方向直行後左轉知本路3段74巷，續行後可到達。,開放時間依部落為主,,,,,,,,376540000A,121.05494,22.70796,,1,12,,,,,,,,有些地點女賓或小孩無法進入，請尊重原民傳統文化，入境隨俗。,,2025/3/10 18:29
